what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1354912369334
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1354912369389
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1354912369459
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1354912369490
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1354912369529
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1354912369550
started,bundle,com.adobe.flexbuilder.debug.ui,4.6.0.328916,"com.adobe.flexbuilder.debug.ui",1354912369683
started,bundle,com.adobe.flexbuilder.multisdk,4.6.0.328916,"com.adobe.flexbuilder.multisdk",1354912369707
started,bundle,com.adobe.flexide.nativelibs,4.6.0.328916,"com.adobe.flexide.nativelibs",1354912369732
started,bundle,org.eclipse.epp.mpc.ui,1.1.0.I20110525-0742,"org.eclipse.epp.mpc.ui",1354912369748
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1354912369758
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1354912369792
started,bundle,org.eclipse.m2e.logback.configuration,1.0.0.20110607-2117,"org.eclipse.m2e.logback.configuration",1354912369807
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.core",1354912369822
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1354912369844
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1354912369862
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1354912369862
started,bundle,org.eclipse.mylyn.commons.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.ui",1354912369893
started,bundle,org.eclipse.mylyn.context.core,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.core",1354912369907
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1354912369932
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1354912369945
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.tasks.ui",1354912369983
started,bundle,org.eclipse.mylyn.team.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.team.ui",1354912370019
started,bundle,org.eclipse.wb.discovery.core,1.0.0.r37x201106081733,"org.eclipse.wb.discovery.core",1354912370035
started,bundle,org.eclipse.wb.discovery.ui,1.0.0.r37x201106081733,"org.eclipse.wb.discovery.ui",1354912370050
os,sysinfo,,,"win32",1354912370061
arch,sysinfo,,,"x86",1354912370061
ws,sysinfo,,,"win32",1354912370061
locale,sysinfo,,,"ru_RU",1354912370061
processors,sysinfo,,,"2",1354912370061
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1354912370061
java.runtime.version,sysinfo,,,"1.7.0_05-b06",1354912370061
java.specification.name,sysinfo,,,"Java Platform API Specification",1354912370061
java.specification.vendor,sysinfo,,,"Oracle Corporation",1354912370061
java.specification.version,sysinfo,,,"1.7",1354912370061
java.vendor,sysinfo,,,"Oracle Corporation",1354912370061
java.version,sysinfo,,,"1.7.0_05",1354912370061
java.vm.info,sysinfo,,,"mixed mode",1354912370061
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1354912370061
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1354912370061
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1354912370061
java.vm.specification.version,sysinfo,,,"1.7",1354912370061
java.vm.vendor,sysinfo,,,"Oracle Corporation",1354912370061
java.vm.version,sysinfo,,,"23.1-b03",1354912370061
started,bundle,org.eclipse.m2e.usagedata,1.0.0.20110607-2117,"org.eclipse.m2e.usagedata",1354912370137
started,bundle,com.qnx.tools.bbt.core,1.1.0.201110311231,"com.qnx.tools.bbt.core",1354912370220
started,bundle,com.qnx.flexide.multiplatform.qnx,1.2.0.201110311231,"com.qnx.flexide.multiplatform.qnx",1354912370246
started,bundle,com.qnx.flashbuilder.multiplatform.qnx.ui,1.2.0.201110311231,"com.qnx.flashbuilder.multiplatform.qnx.ui",1354912370342
started,bundle,com.adobe.flexbuilder.project.ui,4.6.0.328916,"com.adobe.flexbuilder.project.ui",1354912370760
started,bundle,com.adobe.flexbuilder.mxmlmodel,4.6.0.328916,"com.adobe.flexbuilder.mxmlmodel",1354912370771
started,bundle,com.adobe.flashbuilder.project.multiplatform.ui,4.6.0.328916,"com.adobe.flashbuilder.project.multiplatform.ui",1354912370942
started,bundle,com.adobe.flexbuilder.exportimport,4.6.0.328916,"com.adobe.flexbuilder.exportimport",1354912371029
started,bundle,com.adobe.flashbuilder.multiplatform.ios.ui,4.6.0.328916,"com.adobe.flashbuilder.multiplatform.ios.ui",1354912371066
started,bundle,com.adobe.flashbuilder.multiplatform.android.ui,4.6.0.328916,"com.adobe.flashbuilder.multiplatform.android.ui",1354912371178
started,bundle,com.adobe.flexide.launching,4.6.0.328916,"com.adobe.flexide.launching",1354912371216
started,bundle,com.adobe.flexbuilder.flex,4.6.0.328916,"com.adobe.flexbuilder.flex",1354912371778
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1354912371846
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1354912371879
started,bundle,com.adobe.flexide.multiplatform.ios,4.6.0.328916,"com.adobe.flexide.multiplatform.ios",1354912371996
started,bundle,com.adobe.flexide.launching.multiplatform,4.6.0.328916,"com.adobe.flexide.launching.multiplatform",1354912372078
started,bundle,com.adobe.flexide.multiplatform.android,4.6.0.328916,"com.adobe.flexide.multiplatform.android",1354912372157
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1354912372219
